"ID","Name","Stable ability ID","Slot","Control","Power name","Type","Declared description","Full source parameters","Definition source"
"vanguard","VANGUARD","vanguard.q","q","Q","Thunderclap","cone","Not separately declared; see character identity and parameters","{""type"":""cone"",""material"":""shock"",""name"":""Thunderclap"",""kiPerSec"":16,""range"":30,""arc"":1.2,""dps"":16,""push"":56,""lift"":5,""color"":""#bfe0ff""}","src/data/characters.js"
"vanguard","VANGUARD","vanguard.e","e","E","Sky Combo","rush","Not separately declared; see character identity and parameters","{""type"":""rush"",""name"":""Sky Combo"",""cost"":16,""cd"":2,""range"":72,""hits"":8,""interval"":0.08,""damage"":9,""finisher"":32,""color"":""#ffd24a""}","src/data/characters.js"
"vanguard","VANGUARD","vanguard.shift","shift","SHIFT","Blitz","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Blitz"",""cost"":4,""cd"":0.4,""power"":126,""iframes"":0.28,""color"":""#ffd24a""}","src/data/characters.js"
"vanguard","VANGUARD","vanguard.r","r","R","Unbreakable","buff","Not separately declared; see character identity and parameters","{""type"":""buff"",""name"":""Unbreakable"",""cost"":30,""cd"":24,""mult"":1.6,""dur"":8,""invuln"":2,""heal"":40,""color"":""#ffd24a"",""color2"":""#fff""}","src/data/characters.js"
"kraken","KRAKEN","kraken.lmb","lmb","LMB","Abyssal Grab","tentacle","Not separately declared; see character identity and parameters","{""type"":""tentacle"",""name"":""Abyssal Grab"",""cost"":18,""cd"":4.5,""range"":36,""holdT"":0.55,""damage"":16,""throwSpeed"":92,""color"":""#4affd4""}","src/data/characters.js"
"kraken","KRAKEN","kraken.rmb","rmb","RMB","Riptide Lash","melee","Not separately declared; see character identity and parameters","{""type"":""melee"",""name"":""Riptide Lash"",""cost"":12,""cd"":1,""damage"":24,""range"":15,""arc"":1.25,""lunge"":30,""knock"":54,""launch"":14,""dmgClass"":""slash"",""color"":""#4affd4""}","src/data/characters.js"
"kraken","KRAKEN","kraken.q","q","Q","Corrosive Ink","cone","Not separately declared; see character identity and parameters","{""type"":""cone"",""name"":""Corrosive Ink"",""kiPerSec"":16,""range"":30,""arc"":1.2,""dps"":18,""push"":44,""dtype"":""acid"",""gasDot"":{""dps"":5,""dur"":4.5,""kind"":""acid"",""corrode"":4,""color"":""#c8e04a""},""color"":""#2a5a44"",""color2"":""#c8e04a""}","src/data/characters.js"
"kraken","KRAKEN","kraken.e","e","E","Abyss Bolt","projectile","Not separately declared; see character identity and parameters","{""type"":""projectile"",""name"":""Abyss Bolt"",""cost"":7,""cd"":0.4,""damage"":16,""speed"":82,""radius"":1.4,""blast"":6,""homing"":2,""color"":""#2fdfc0"",""color2"":""#eafff8""}","src/data/characters.js"
"kraken","KRAKEN","kraken.f","f","H","Deep Hunger","buff","Not separately declared; see character identity and parameters","{""type"":""buff"",""name"":""Deep Hunger"",""cost"":24,""cd"":18,""mult"":1.5,""dur"":10,""heal"":30,""color"":""#4affd4"",""color2"":""#eafff8""}","src/data/characters.js"
"kraken","KRAKEN","kraken.shift","shift","SHIFT","Surge","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Surge"",""cost"":5,""cd"":0.6,""power"":96,""iframes"":0.24,""color"":""#4affd4""}","src/data/characters.js"
"kraken","KRAKEN","kraken.r","r","R","Leviathan Maw","charge","Not separately declared; see character identity and parameters","{""type"":""charge"",""name"":""Leviathan Maw"",""cost"":8,""cd"":14,""kiPerSec"":13,""maxCharge"":2.3,""minR"":1.8,""maxR"":7,""dmgMin"":26,""dmgMax"":84,""maxBlast"":36,""speedMin"":36,""speedMax"":62,""chargePower"":3,""color"":""#2fdfc0"",""color2"":""#eafff8""}","src/data/characters.js"
"rift","RIFT","rift.lmb","lmb","LMB","Rift Ray","beam","Not separately declared; see character identity and parameters","{""type"":""beam"",""material"":""arcane"",""name"":""Rift Ray"",""cost"":4,""cd"":0.3,""radius"":1,""tipSpeed"":950,""maxLen"":145,""dps"":56,""kiPerSec"":16,""steer"":13,""color"":""#ff8a2a"",""color2"":""#ffd9b0""}","src/data/characters.js"
"rift","RIFT","rift.rmb","rmb","RMB","Dimensional Door","portal","Not separately declared; see character identity and parameters","{""type"":""portal"",""name"":""Dimensional Door"",""cost"":14,""cd"":1.2,""range"":85,""dur"":14,""colorA"":""#ff8a2a"",""colorB"":""#37c7ff""}","src/data/characters.js"
"rift","RIFT","rift.q","q","Q","Fracture Bolt","projectile","Not separately declared; see character identity and parameters","{""type"":""projectile"",""name"":""Fracture Bolt"",""cost"":7,""cd"":0.4,""damage"":17,""speed"":88,""radius"":1.3,""blast"":6,""color"":""#ff8a2a"",""color2"":""#fff""}","src/data/characters.js"
"rift","RIFT","rift.e","e","E","Step Through","teleport","Not separately declared; see character identity and parameters","{""type"":""teleport"",""name"":""Step Through"",""cost"":11,""cd"":1.3,""range"":52,""color"":""#37c7ff""}","src/data/characters.js"
"rift","RIFT","rift.shift","shift","SHIFT","Slip","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Slip"",""cost"":5,""cd"":0.5,""power"":98,""iframes"":0.26,""color"":""#37c7ff""}","src/data/characters.js"
"rift","RIFT","rift.r","r","R","Event Horizon","charge","Not separately declared; see character identity and parameters","{""type"":""charge"",""name"":""Event Horizon"",""cost"":8,""cd"":14,""kiPerSec"":12,""maxCharge"":2.2,""minR"":1.6,""maxR"":6.6,""dmgMin"":24,""dmgMax"":80,""maxBlast"":34,""speedMin"":38,""speedMax"":66,""chargePower"":3,""color"":""#ff8a2a"",""color2"":""#ffd9b0""}","src/data/characters.js"
"titan","TITAN","titan.lmb","lmb","LMB","Twin Cannon","beam","Not separately declared; see character identity and parameters","{""type"":""beam"",""material"":""energy"",""name"":""Twin Cannon"",""cost"":8,""cd"":0.6,""radius"":2.6,""tipSpeed"":562,""maxLen"":150,""dps"":82,""kiPerSec"":22,""charge"":true,""maxCharge"":1.5,""kiChargePerSec"":14,""chargePower"":1.6,""chargeWidth"":true,""steer"":8,""color"":""#ff9a2a"",""color2"":""#ffe0b0""}","src/data/characters.js"
"titan","TITAN","titan.rmb","rmb","RMB","Pulse Rifle","rifle","Not separately declared; see character identity and parameters","{""type"":""rifle"",""name"":""Pulse Rifle"",""cost"":2,""interval"":0.09,""damage"":7,""speed"":175,""radius"":0.55,""blast"":2.4,""spread"":0.04,""recoil"":1.2,""color"":""#ffd97a"",""color2"":""#fff""}","src/data/characters.js"
"titan","TITAN","titan.q","q","Q","Reactor Burst","charge","Not separately declared; see character identity and parameters","{""type"":""charge"",""name"":""Reactor Burst"",""cost"":6,""cd"":1,""kiPerSec"":12,""maxCharge"":2.2,""minR"":1.5,""maxR"":6.4,""dmgMin"":24,""dmgMax"":80,""maxBlast"":33,""speedMin"":110,""speedMax"":150,""chargePower"":3,""chest"":true,""color"":""#ffd97a"",""color2"":""#ffffff""}","src/data/characters.js"
"titan","TITAN","titan.e","e","E","Vent Blast","cone","Not separately declared; see character identity and parameters","{""type"":""cone"",""name"":""Vent Blast"",""kiPerSec"":16,""range"":30,""arc"":1.2,""dps"":18,""push"":50,""lift"":4,""color"":""#c9cfd9""}","src/data/characters.js"
"titan","TITAN","titan.shift","shift","SHIFT","Thruster Dash","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Thruster Dash"",""cost"":6,""cd"":0.7,""power"":96,""iframes"":0.22,""color"":""#ff9a2a""}","src/data/characters.js"
"titan","TITAN","titan.r","r","R","Annihilator Array","beam","Not separately declared; see character identity and parameters","{""type"":""beam"",""material"":""energy"",""name"":""Annihilator Array"",""cost"":24,""cd"":14,""radius"":3.4,""tipSpeed"":626,""maxLen"":170,""dps"":126,""kiPerSec"":30,""charge"":true,""maxCharge"":2,""kiChargePerSec"":20,""chargePower"":2,""chargeWidth"":true,""steer"":6,""color"":""#ffb03a"",""color2"":""#ffffff""}","src/data/characters.js"
"sarge","SARGE","sarge.lmb","lmb","LMB","Service Carbine","rifle","Not separately declared; see character identity and parameters","{""type"":""rifle"",""weapon"":""rifle"",""name"":""Service Carbine"",""gear"":true,""magazine"":30,""reserveAmmo"":120,""reloadTime"":2.2,""cost"":0,""interval"":0.08,""damage"":5,""speed"":180,""radius"":0.5,""blast"":2,""recoil"":1.6,""color"":""#ffe08a"",""color2"":""#fff""}","src/data/characters.js"
"sarge","SARGE","sarge.rmb","rmb","RMB","Frag Grenade","projectile","Not separately declared; see character identity and parameters","{""type"":""projectile"",""name"":""Frag Grenade"",""gear"":true,""cost"":9,""cd"":0.8,""damage"":24,""speed"":58,""radius"":1.3,""blast"":13,""grav"":11,""shock"":true,""canister"":true,""throwWindup"":0.38,""throwRecovery"":0.32,""color"":""#8a915a"",""color2"":""#ffd24a""}","src/data/characters.js"
"sarge","SARGE","sarge.q","q","Q","Plasma Blade","melee","Not separately declared; see character identity and parameters","{""type"":""melee"",""name"":""Plasma Blade"",""gear"":true,""cost"":10,""cd"":0.9,""damage"":26,""range"":12,""arc"":0.9,""lunge"":40,""knock"":50,""launch"":12,""dmgClass"":""slash"",""color"":""#7fd4ff""}","src/data/characters.js"
"sarge","SARGE","sarge.e","e","E","Breaching Shotgun","rifle","Not separately declared; see character identity and parameters","{""type"":""rifle"",""weapon"":""shotgun"",""name"":""Breaching Shotgun"",""gear"":true,""magazine"":8,""reserveAmmo"":32,""reloadTime"":2.8,""cost"":0,""interval"":0.62,""damage"":9,""pellets"":8,""speed"":150,""radius"":0.7,""blast"":2.4,""color"":""#ffd24a"",""color2"":""#fff""}","src/data/characters.js"
"sarge","SARGE","sarge.f","f","H","Stim Shot","buff","Not separately declared; see character identity and parameters","{""type"":""buff"",""name"":""Stim Shot"",""cost"":18,""cd"":16,""mult"":1.35,""dur"":8,""heal"":34,""color"":""#8fe08a"",""color2"":""#fff""}","src/data/characters.js"
"sarge","SARGE","sarge.shift","shift","SHIFT","Combat Roll","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Combat Roll"",""cost"":4,""cd"":0.55,""power"":92,""iframes"":0.3,""color"":""#ffd24a""}","src/data/characters.js"
"sarge","SARGE","sarge.r","r","R","Airstrike","meteor","Not separately declared; see character identity and parameters","{""type"":""meteor"",""name"":""Airstrike"",""cost"":32,""cd"":18,""count"":12,""interval"":0.16,""spread"":24,""radius"":3,""damage"":32,""blast"":17,""color"":""#ff8a3d"",""color2"":""#ffd24a""}","src/data/characters.js"
"merc","MERC","merc.lmb","lmb","LMB","Blaster Rifle","rifle","Not separately declared; see character identity and parameters","{""type"":""rifle"",""weapon"":""rifle"",""name"":""Blaster Rifle"",""gear"":true,""cost"":2,""interval"":0.09,""damage"":6,""speed"":190,""radius"":0.5,""blast"":2,""recoil"":2.1,""color"":""#ff5a3a"",""color2"":""#ffd0a0""}","src/data/characters.js"
"merc","MERC","merc.rmb","rmb","RMB","Charged Pistol","charge","Not separately declared; see character identity and parameters","{""type"":""charge"",""name"":""Charged Pistol"",""gear"":true,""cost"":4,""cd"":0.4,""kiPerSec"":8,""maxCharge"":1.4,""minR"":0.6,""maxR"":2.2,""dmgMin"":12,""dmgMax"":34,""maxBlast"":9,""speedMin"":110,""speedMax"":150,""chargePower"":1.8,""color"":""#ffb24a"",""color2"":""#fff2c0""}","src/data/characters.js"
"merc","MERC","merc.q","q","Q","Scatter Blaster","rifle","Not separately declared; see character identity and parameters","{""type"":""rifle"",""weapon"":""shotgun"",""name"":""Scatter Blaster"",""gear"":true,""cost"":7,""interval"":0.65,""damage"":8,""pellets"":9,""speed"":150,""radius"":0.7,""blast"":2.2,""color"":""#ffb24a"",""color2"":""#fff""}","src/data/characters.js"
"merc","MERC","merc.e","e","E","Thermal Detonator","projectile","Not separately declared; see character identity and parameters","{""type"":""projectile"",""name"":""Thermal Detonator"",""gear"":true,""cost"":9,""cd"":0.9,""damage"":26,""speed"":55,""radius"":1.2,""blast"":14,""grav"":11,""shock"":true,""canister"":true,""color"":""#8a8f6a"",""color2"":""#ffd24a""}","src/data/characters.js"
"merc","MERC","merc.f","f","H","Heavy Pistol","rifle","Not separately declared; see character identity and parameters","{""type"":""rifle"",""weapon"":""pistol"",""name"":""Heavy Pistol"",""gear"":true,""cost"":4,""interval"":0.42,""damage"":17,""speed"":210,""radius"":0.55,""blast"":2,""color"":""#ffd0a0"",""color2"":""#fff""}","src/data/characters.js"
"merc","MERC","merc.shift","shift","SHIFT","Combat Roll","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Combat Roll"",""cost"":4,""cd"":0.55,""power"":92,""iframes"":0.3,""color"":""#ffb24a""}","src/data/characters.js"
"merc","MERC","merc.r","r","R","Rail Detonator","projectile","Not separately declared; see character identity and parameters","{""type"":""projectile"",""name"":""Rail Detonator"",""gear"":true,""cost"":26,""cd"":8,""damage"":38,""speed"":95,""radius"":1.4,""blast"":16,""homing"":2.6,""shock"":true,""canister"":true,""color"":""#ff8a3d"",""color2"":""#ffd24a""}","src/data/characters.js"
"kivuli","KIVULI","kivuli.lmb","lmb","LMB","Choking Veil","cone","Not separately declared; see character identity and parameters","{""type"":""cone"",""name"":""Choking Veil"",""dtype"":""toxic"",""kiPerSec"":17,""range"":34,""arc"":1.15,""dps"":14,""push"":6,""gasDot"":{""dps"":7,""dur"":2.6,""color"":""#9a4ae0"",""kind"":""gas""},""color"":""#9a4ae0""}","src/data/characters.js"
"kivuli","KIVULI","kivuli.rmb","rmb","RMB","Solid Smoke","construct","Not separately declared; see character identity and parameters","{""type"":""construct"",""name"":""Solid Smoke"",""cost"":12,""cd"":6,""construct"":""wall"",""duration"":9,""holdTrigger"":true,""color"":""#9a4ae0""}","src/data/characters.js"
"kivuli","KIVULI","kivuli.q","q","Q","Gas Form","phase","Not separately declared; see character identity and parameters","{""type"":""phase"",""name"":""Gas Form"",""kiPerSec"":17,""color"":""#b06aff""}","src/data/characters.js"
"kivuli","KIVULI","kivuli.e","e","E","Creeping Cloud","projectile","Not separately declared; see character identity and parameters","{""type"":""projectile"",""name"":""Creeping Cloud"",""dtype"":""toxic"",""cost"":8,""cd"":0.5,""damage"":12,""speed"":54,""radius"":1.9,""blast"":9,""homing"":1.6,""payload"":""gas"",""blind"":{""r"":12,""dur"":2.2},""color"":""#9a4ae0"",""color2"":""#e8d0ff""}","src/data/characters.js"
"kivuli","KIVULI","kivuli.f","f","H","Second Wind","buff","Not separately declared; see character identity and parameters","{""type"":""buff"",""name"":""Second Wind"",""cost"":22,""cd"":18,""mult"":1.4,""dur"":9,""heal"":30,""color"":""#b06aff"",""color2"":""#e8d0ff""}","src/data/characters.js"
"kivuli","KIVULI","kivuli.shift","shift","SHIFT","Vapor Slip","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Vapor Slip"",""cost"":5,""cd"":0.55,""power"":98,""iframes"":0.26,""color"":""#b06aff""}","src/data/characters.js"
"kivuli","KIVULI","kivuli.r","r","R","Asphyxia","charge","Not separately declared; see character identity and parameters","{""type"":""charge"",""name"":""Asphyxia"",""dtype"":""toxic"",""cost"":8,""cd"":14,""kiPerSec"":12,""maxCharge"":2.3,""minR"":1.8,""maxR"":7,""dmgMin"":22,""dmgMax"":78,""maxBlast"":36,""speedMin"":32,""speedMax"":56,""chargePower"":3,""color"":""#9a4ae0"",""color2"":""#e8d0ff""}","src/data/characters.js"
"gale","GALE","gale.lmb","lmb","LMB","Longshot","bow","Not separately declared; see character identity and parameters","{""type"":""bow"",""name"":""Longshot"",""gear"":true,""cost"":6,""cd"":0.25,""drawTime"":0.85,""dmgMin"":8,""dmgMax"":30,""speedMax"":215,""blast"":11,""payloads"":[""explosive"",""flame"",""poison"",""acid"",""sleep""],""color"":""#9fe06a""}","src/data/characters.js"
"gale","GALE","gale.rmb","rmb","RMB","Concussion Shot","projectile","Not separately declared; see character identity and parameters","{""type"":""projectile"",""name"":""Concussion Shot"",""gear"":true,""cost"":8,""cd"":0.7,""damage"":16,""speed"":130,""radius"":0.8,""blast"":7,""arrow"":true,""shock"":true,""color"":""#ffd24a"",""color2"":""#fff""}","src/data/characters.js"
"gale","GALE","gale.q","q","Q","Switch Broadheads","quiver","Not separately declared; see character identity and parameters","{""type"":""quiver"",""name"":""Switch Broadheads"",""gear"":true,""payloads"":[""explosive"",""flame"",""poison"",""acid"",""sleep""],""color"":""#9fe06a""}","src/data/characters.js"
"gale","GALE","gale.e","e","E","Ranger Knife","melee","Not separately declared; see character identity and parameters","{""type"":""melee"",""name"":""Ranger Knife"",""gear"":true,""cost"":8,""cd"":0.8,""damage"":20,""range"":11,""arc"":0.85,""lunge"":38,""knock"":40,""launch"":8,""dmgClass"":""slash"",""color"":""#9fe06a""}","src/data/characters.js"
"gale","GALE","gale.f","f","H","Deadeye","buff","Not separately declared; see character identity and parameters","{""type"":""buff"",""name"":""Deadeye"",""cost"":18,""cd"":16,""mult"":1.5,""dur"":8,""color"":""#9fe06a"",""color2"":""#fff""}","src/data/characters.js"
"gale","GALE","gale.shift","shift","SHIFT","Tumble","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Tumble"",""cost"":4,""cd"":0.5,""power"":94,""iframes"":0.3,""color"":""#9fe06a""}","src/data/characters.js"
"gale","GALE","gale.r","r","R","Arrow Storm","volley","Not separately declared; see character identity and parameters","{""type"":""volley"",""name"":""Arrow Storm"",""gear"":true,""cost"":4,""interval"":0.07,""damage"":8,""speed"":150,""radius"":0.6,""blast"":3,""spread"":0.12,""arrow"":true,""color"":""#9fe06a"",""color2"":""#fff""}","src/data/characters.js"
"stefanos","KING STEFANOS","stefanos.lmb","lmb","LMB","Formed Charge","projectile","Not separately declared; see character identity and parameters","{""type"":""projectile"",""name"":""Formed Charge"",""cost"":7,""cd"":0.38,""damage"":17,""speed"":96,""radius"":1.3,""blast"":7,""color"":""#ffd24a"",""color2"":""#fff2c0""}","src/data/characters.js"
"stefanos","KING STEFANOS","stefanos.rmb","rmb","RMB","Mote Storm","volley","Not separately declared; see character identity and parameters","{""type"":""volley"",""name"":""Mote Storm"",""cost"":3,""interval"":0.08,""damage"":6,""speed"":110,""radius"":0.8,""blast"":3.6,""spread"":0.13,""color"":""#ffd24a"",""color2"":""#fff""}","src/data/characters.js"
"stefanos","KING STEFANOS","stefanos.q","q","Q","Concussive Form","cone","Not separately declared; see character identity and parameters","{""type"":""cone"",""name"":""Concussive Form"",""kiPerSec"":16,""range"":32,""arc"":1.1,""dps"":16,""push"":52,""lift"":5,""color"":""#ffe8c0""}","src/data/characters.js"
"stefanos","KING STEFANOS","stefanos.e","e","E","Pressure Sphere","charge","Not separately declared; see character identity and parameters","{""type"":""charge"",""name"":""Pressure Sphere"",""cost"":6,""cd"":1,""kiPerSec"":12,""maxCharge"":2.2,""minR"":1.4,""maxR"":6,""dmgMin"":22,""dmgMax"":76,""maxBlast"":30,""speedMin"":42,""speedMax"":72,""chargePower"":2.8,""color"":""#ffd24a"",""color2"":""#fff2c0""}","src/data/characters.js"
"stefanos","KING STEFANOS","stefanos.shift","shift","SHIFT","Propelled Slip","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Propelled Slip"",""cost"":5,""cd"":0.55,""power"":100,""iframes"":0.25,""color"":""#ffd24a""}","src/data/characters.js"
"stefanos","KING STEFANOS","stefanos.r","r","R","THE MARLETTA","facebomb","Not separately declared; see character identity and parameters","{""type"":""facebomb"",""name"":""THE MARLETTA"",""cost"":30,""cd"":17,""kiPerSec"":13,""maxCharge"":2.4,""minR"":2,""maxR"":5.5,""dmgMin"":30,""dmgMax"":85,""blastMin"":16,""blastMax"":36,""armDelay"":0.65,""homing"":2.3,""speed"":34,""color"":""#ffe8c0""}","src/data/characters.js"
"sandra","SANDRA","sandra.lmb","lmb","LMB","Twin Pistols","rifle","Not separately declared; see character identity and parameters","{""type"":""rifle"",""name"":""Twin Pistols"",""gear"":true,""cost"":3,""interval"":0.16,""damage"":10,""speed"":165,""radius"":0.6,""blast"":2.6,""spread"":0.03,""recoil"":1.2,""color"":""#ffb03a"",""color2"":""#fff""}","src/data/characters.js"
"sandra","SANDRA","sandra.rmb","rmb","RMB","Suppressed SMG","rifle","Not separately declared; see character identity and parameters","{""type"":""rifle"",""name"":""Suppressed SMG"",""gear"":true,""cost"":2,""interval"":0.07,""damage"":4,""speed"":175,""radius"":0.5,""blast"":2,""spread"":0.06,""recoil"":0.8,""color"":""#ffd97a"",""color2"":""#fff""}","src/data/characters.js"
"sandra","SANDRA","sandra.q","q","Q","The Ring Sees","buff","Not separately declared; see character identity and parameters","{""type"":""buff"",""name"":""The Ring Sees"",""cost"":16,""cd"":15,""mult"":1.15,""dur"":8,""reveal"":true,""color"":""#ffb03a"",""color2"":""#fff""}","src/data/characters.js"
"sandra","SANDRA","sandra.e","e","E","Pistol Whip","melee","Not separately declared; see character identity and parameters","{""type"":""melee"",""name"":""Pistol Whip"",""gear"":true,""cost"":8,""cd"":0.8,""damage"":18,""range"":11,""arc"":0.85,""lunge"":34,""knock"":42,""launch"":8,""color"":""#ffb03a""}","src/data/characters.js"
"sandra","SANDRA","sandra.f","f","H","Tracker Round","projectile","Not separately declared; see character identity and parameters","{""type"":""projectile"",""name"":""Tracker Round"",""gear"":true,""cost"":7,""cd"":0.6,""damage"":12,""speed"":140,""radius"":0.7,""blast"":3,""homing"":4,""payload"":""sleep"",""color"":""#ffb03a"",""color2"":""#fff""}","src/data/characters.js"
"sandra","SANDRA","sandra.shift","shift","SHIFT","Slip the Frame","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Slip the Frame"",""cost"":4,""cd"":0.5,""power"":96,""iframes"":0.28,""color"":""#ffb03a""}","src/data/characters.js"
"sandra","SANDRA","sandra.r","r","R","Clean Extraction","rush","Not separately declared; see character identity and parameters","{""type"":""rush"",""name"":""Clean Extraction"",""cost"":18,""cd"":12,""range"":64,""hits"":7,""interval"":0.08,""damage"":8,""finisher"":34,""color"":""#ffb03a""}","src/data/characters.js"
"ironclad","IRONCLAD","ironclad.lmb","lmb","LMB","Repulsor Bolts","rifle","Not separately declared; see character identity and parameters","{""type"":""rifle"",""name"":""Repulsor Bolts"",""cost"":2,""interval"":0.11,""damage"":7,""speed"":170,""radius"":0.6,""blast"":2.6,""spread"":0.03,""recoil"":1,""color"":""#ffd97a"",""color2"":""#fff""}","src/data/characters.js"
"ironclad","IRONCLAD","ironclad.rmb","rmb","RMB","Unibeam","beam","Not separately declared; see character identity and parameters","{""type"":""beam"",""material"":""energy"",""name"":""Unibeam"",""cost"":8,""cd"":0.6,""radius"":2.4,""tipSpeed"":583,""maxLen"":150,""dps"":78,""kiPerSec"":22,""charge"":true,""maxCharge"":1.5,""kiChargePerSec"":14,""chargePower"":1.5,""chargeWidth"":true,""steer"":8,""color"":""#ffd97a"",""color2"":""#fff""}","src/data/characters.js"
"ironclad","IRONCLAD","ironclad.q","q","Q","Micro-Missiles","projectile","Not separately declared; see character identity and parameters","{""type"":""projectile"",""name"":""Micro-Missiles"",""cost"":7,""cd"":0.4,""damage"":15,""speed"":100,""radius"":1,""blast"":7,""homing"":3,""color"":""#ff7a2a"",""color2"":""#ffd97a""}","src/data/characters.js"
"ironclad","IRONCLAD","ironclad.e","e","E","Flare Vent","cone","Not separately declared; see character identity and parameters","{""type"":""cone"",""name"":""Flare Vent"",""kiPerSec"":16,""range"":28,""arc"":1.2,""dps"":18,""push"":44,""color"":""#ffd97a""}","src/data/characters.js"
"ironclad","IRONCLAD","ironclad.shift","shift","SHIFT","Vector Thrust","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Vector Thrust"",""cost"":5,""cd"":0.55,""power"":100,""iframes"":0.24,""color"":""#ffd97a""}","src/data/characters.js"
"ironclad","IRONCLAD","ironclad.r","r","R","Housewarming Party","beam","Not separately declared; see character identity and parameters","{""type"":""beam"",""name"":""Housewarming Party"",""cost"":24,""cd"":14,""radius"":3.4,""tipSpeed"":626,""maxLen"":170,""dps"":122,""kiPerSec"":30,""charge"":true,""maxCharge"":2,""kiChargePerSec"":20,""chargePower"":2,""chargeWidth"":true,""steer"":6,""color"":""#ffe8c0"",""color2"":""#ffffff""}","src/data/characters.js"
"rage","RAGE","rage.lmb","lmb","LMB","Smash","melee","Not separately declared; see character identity and parameters","{""type"":""melee"",""name"":""Smash"",""cost"":10,""cd"":0.9,""damage"":34,""range"":13,""arc"":0.8,""lunge"":44,""knock"":66,""launch"":20,""color"":""#8fe08a""}","src/data/characters.js"
"rage","RAGE","rage.rmb","rmb","RMB","Thunder Clap","cone","Not separately declared; see character identity and parameters","{""type"":""cone"",""name"":""Thunder Clap"",""kiPerSec"":15,""range"":30,""arc"":1.25,""dps"":14,""push"":66,""lift"":6,""color"":""#8fe08a""}","src/data/characters.js"
"rage","RAGE","rage.q","q","Q","Boulder","projectile","Not separately declared; see character identity and parameters","{""type"":""projectile"",""name"":""Boulder"",""cost"":9,""cd"":0.8,""damage"":26,""speed"":60,""radius"":2,""blast"":12,""grav"":10,""shock"":true,""color"":""#8a8577"",""color2"":""#c9bfa9""}","src/data/characters.js"
"rage","RAGE","rage.e","e","E","Rampage","rush","Not separately declared; see character identity and parameters","{""type"":""rush"",""name"":""Rampage"",""cost"":14,""cd"":2,""range"":56,""hits"":6,""interval"":0.1,""damage"":10,""finisher"":36,""color"":""#8fe08a""}","src/data/characters.js"
"rage","RAGE","rage.shift","shift","SHIFT","Bull Charge","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Bull Charge"",""cost"":5,""cd"":0.6,""power"":104,""iframes"":0.2,""color"":""#8fe08a""}","src/data/characters.js"
"rage","RAGE","rage.r","r","R","WORLD BREAKER","nova","Not separately declared; see character identity and parameters","{""type"":""nova"",""name"":""WORLD BREAKER"",""cost"":8,""cd"":16,""feedRate"":60,""maxFeed"":88,""minRadius"":14,""maxRadius"":34,""dmgMin"":26,""dmgMax"":82,""groundslam"":true,""color"":""#8fe08a"",""color2"":""#c9bfa9""}","src/data/characters.js"
"stormcall","STORMCALL","stormcall.lmb","lmb","LMB","Axe Cleave","melee","Not separately declared; see character identity and parameters","{""type"":""melee"",""name"":""Axe Cleave"",""gear"":true,""cost"":11,""cd"":0.9,""damage"":30,""range"":13,""arc"":0.9,""lunge"":42,""knock"":56,""launch"":16,""dmgClass"":""slash"",""color"":""#7fd4ff""}","src/data/characters.js"
"stormcall","STORMCALL","stormcall.rmb","rmb","RMB","Hurled Axe","projectile","Not separately declared; see character identity and parameters","{""type"":""projectile"",""name"":""Hurled Axe"",""gear"":true,""cost"":10,""cd"":0.9,""damage"":22,""speed"":110,""radius"":1.3,""blast"":6,""boomerang"":true,""blade"":true,""range"":62,""color"":""#7fd4ff"",""color2"":""#fff""}","src/data/characters.js"
"stormcall","STORMCALL","stormcall.q","q","Q","Godblast","charge","Not separately declared; see character identity and parameters","{""type"":""charge"",""name"":""Godblast"",""cost"":6,""cd"":1,""kiPerSec"":12,""maxCharge"":2.2,""minR"":1.5,""maxR"":6.2,""dmgMin"":24,""dmgMax"":80,""maxBlast"":32,""speedMin"":42,""speedMax"":70,""chargePower"":2.9,""color"":""#7fd4ff"",""color2"":""#eaffff""}","src/data/characters.js"
"stormcall","STORMCALL","stormcall.e","e","E","Tempest Breath","cone","Not separately declared; see character identity and parameters","{""type"":""cone"",""name"":""Tempest Breath"",""kiPerSec"":16,""range"":32,""arc"":1.15,""dps"":18,""push"":50,""lift"":5,""color"":""#bfeaff""}","src/data/characters.js"
"stormcall","STORMCALL","stormcall.shift","shift","SHIFT","Bolt Dash","dash","Not separately declared; see character identity and parameters","{""type"":""dash"",""name"":""Bolt Dash"",""cost"":5,""cd"":0.55,""power"":100,""iframes"":0.24,""color"":""#7fd4ff""}","src/data/characters.js"
